,Website,Review
796,complaintsboard.com,"On car 5900 room 2 was desperately in need of repair and deep cleaning. But oh, wait someone had repaired some of the walls especially where the hooks used to be.
So, when you have traveled in a roomette before you come to expect things in your room to help you stow your carryon bags. We were permitted to move to room 4. Still with no stow away hooks. But..."
797,complaintsboard.com,"Date was 10/27/2022 - 10/29/2022

We got on the train in Chicago train 5 I was in the lower section cause i am handicap. The porter only came down 4 times in 2 days and was really rude the people on the lower deck were cold and the porter laughed when we complained it was too cold I had a hoodie and 3 blankets on and he responded well "" it is hot upstairs"" I am handicap and cant climb stairs that is why i was on the lower deck. I felt like i was in a dungeon and he was not checking on us handicapped people. I travel by train once a year to visit my daughter, but i am going to be seeking other transportion when i travel next year, For the price of the tickets i expected better service, i was so disappointed this trip.

Thank you 

Donna Bentley"
798,complaintsboard.com,"
Desired outcome: 
train your staff better for the elderly and handicapped and should get some money back off that ticket
"
799,complaintsboard.com,"10-20-2022 I took Amtrak from Libby MT to Williston ND this was the Fourth time I have took a train for travel in my fifty years and probably the last. The train was for hours late getting to Williston ND I could deal with that, But the one thing I could not handle was I was eating and kept seeing clumps of dust falling down by my food. I looked up between the window and luggage storage above my seat where the light is located there was massive amounts of dust and other things. I the only time I have ever seen so much filth was in a condemned house. I had to wear my mask on the train just quit from inhaling the crap. I took pictures and a video of it. They need to take more pride into their cleaning this was just plain unacceptable."
800,complaintsboard.com,"The trains pass through residential areas blaring horns not just all day, but all night as well. There is a station about half a mile away from a family members house and the noise is so loud he gets woken up all night. He is elderly and the inconsistency of his sleep has lead to hypertension and risk of heart attacks. I thought he exaggerated, but staying over to help him a while ago the horns are used often and they are louder than the tv on full volume. I have no idea how this is legal, and in these days of technology I have no idea why it is necessary. The have their own paths, nobody is surprised a train is active on train tracks. No need to alert their presence as it is there, but even further crossings have safety equipment. Trains can be tracked and communicate over multiple means. I don’t know much about trains, except they’re a great transportation option, but I doubt the horns serve any function other than alerts. There are definitely a thousand ways to solve this problem without being so inconsiderate of the people in surrounding areas. The use of horns was so gratuitous and arrhythmic that it seemed malicious even."
801,complaintsboard.com,"
Desired outcome: 
Respectful and quiet signaling and communication methods. At least tone done the aggressive use of horns. One short blast is plenty.
"
802,complaintsboard.com,"This incident occurred on 10/17/2022 on bus 6313 from Eureka to Martinez, starting at 7:45 and ending at 1:45. The bus driver was extremely rude and had a power complex. He first pulled my luggage off of the bus as I was putting it on, saying I had to sign in first, and was very rude about it. He then grabbed my luggage off of the bus and demanded confirmation that I would not sit in the first two rows of the bus. Later on, he asked if I was still upset, and I told him I was. We argued back and forth and he Personally insulted me, saying ""something is wrong with you"" for being upset. I payed a large amount of money for this trip and was treated horribly. If this issue is not resolved, I will never use Amtrak bus services again and will not recommend anyone to use it, if this is the standard for their drivers."
803,complaintsboard.com,"
Desired outcome: 
I would like an apology on behalf of the driver and an assurance that this will not happen again. A review of the driver's behavior is recommended.
"
804,complaintsboard.com,"First of all, I'm NOT looking for something free. I know it's been way too long, and I should have said something sooner. I'm writing this complaint because a friend who is elderly and disabled (as am I) recently returned from a trip to Portland, OR, and says conditions have not changed.

In July of 2019, I traveled to Tucson, AZ (round trip). I won't elaborate on the trip to Los Angeles or the trip from there to Tucson. The discomfort I endured on those legs of the trip pale in comparison to the nightmare that was the trip from Los Angeles to my home town.

The train was filthy. I was traveling business class on the lower level (as I said, I am elderly and mobility impaired). Shortly after leaving Los Angeles, all of the restrooms in our car stopped working. For the remainder of my journey, I had to climb to the second level and go forward two cars to use the restroom. That trip, and the return to my seat were agony. Plus the fact that the restrooms in the other care were also filthy. I won't dwell on other disgusting aspects of my journey home. I can tell you that your trains are no longer Amtrak to me; they are Amtrash (Amcrap?)."
805,complaintsboard.com,"Hi,
I really have been on the fence about submitting this complaint.
I am an avid train fan - try and ride Amtrak at least once a year for my ""fix"".
This agent was so outrageous, I keep thinking about it an am finally sending this to you hoping something will be done.
I was on the California Zephyr 6 train from Emeryville to Chicago. We left emeryville..."
806,complaintsboard.com,"On the morning of 09/30/22, I was to catch the early train from Topeka and was notified via email it was running a little late. I called Amtrak customer service and got a rude/nasty girl who kept telling me the arrival in Topeka would be two hours late. All I wanted to know is if I would make my connection in Kansas City (Missouri River Runner) in time. She proclaimed ""I don't know what you want me to say - it's going to be 2 hours late"". I explained to her that the app said it was only 1 hour and 31 minutes late. She hatefully said ""nope, it's 2 hours late"". I hung up the phone then redialed the customer service number and got a nice young man who couldn't tell me a different answer...except that it was 2 hours late - but, he was nice. The app on my phone, however, said it would be 1 hour (now) 39 minutes late arriving in Topeka but only 55 minutes late arriving in Kansas City. He had no answer for that confusion...but, after his recommendation of canceling the two separate Kansas City and the Topeka trips and then rebooking them together, I did that and felt confident that I would make the River Runner in time since it was only 55 minutes late into KC. The train made up time and were assured over the train intercom ""not to worry, we would definitely make our connection"". We pulled into Union Station right alongside the train we were to transfer to, the Missouri River Runner. I was excited to know I would soon be on the next leg of my trip and on time. Soon after the announcement about us making the connection, we heard that we should all remain seated as they were going to hook up two more cars for the next leg of that particular trains trip. Then, as the train was not moving, we were told we were sitting there waiting on a cargo train to pass. That lasted about 10 minutes. Then we began to go in reverse. We hooked up one of the extra passenger cars...then the other. As the second car was being attached, the Missouri River Runner began to pull away from the station. Oh No! They left without me. Frustrated and one of the first people off the train, I spoke to an employee and said I missed my train (yes, it was literally just yards away from where I stood moving away quickly). He said, yes, we know there were several of you who were to board that train. I asked why we couldn't get off to get on that train. He said because it was not safe. I understand that, but we sat for 10 minutes waiting for a cargo train and we could have gotten off and been on the River Runner before it departed. He told me they radioed the River Runner and told them the situation then asked them to wait 10 minutes to which they were told ""No"". We had to be rebooked on the next train that left 8 hours later thus we had to hang around the station all day long to board our train. I missed a meeting, a visit/lunch with a friend, and had to rearrange a pick up in St. Louis for that night. There is also the matter that I booked Business Class on the AM train and there were no Business Class seats on the PM train. This frustrating day did not need to happen for us. These are just not good practices and I feel I should be compensated in some way for the poor decisions of Amtrak representatives that day. This makes me furious. And today I received a survey online about my trip. I filled it out. It was the poorest survey I've filled out for Amtrak. I've been happy with my service, ride, and comfort in the past. Not this time, Amtrak...not today."
807,complaintsboard.com,"
Desired outcome: 
Please provide a round-trip Business seat to my choice of location on Amtrak. The day was long, frustrating, missed a meeting, and had to arrange different pick up in STL. My pain and suffering is worth that.
"
808,complaintsboard.com,"I have been trying for over 2 weeks to contact Amtrak regarding a complaint. I have been on hold for over an hour each time. I have used travel feedback. I have emailed twice requesting that someone contact me. I was injured on their train & not given proper attention when I asked the Amtrak Police for assistance.

I have heard ZERO from Amtrak. This last time when I FINALLY got a real person...he disconnected me when he heard the word ""injured"".

Do you have a contact # for their executive offices?"
809,complaintsboard.com,"
Desired outcome: 
refund of fare & payment of uncovered medical expenses that I am accumulating under chiropractic c care.
"
810,complaintsboard.com,"Attendant was rude and short after I called about the loss of a very important item and stayed consistently polite. Called back a few hours later to see if item had been found, and she hung up on me instantly, which is incredibly unprofessional. Working lost and found (connection by pressing 2) at Washington Union Station on September 26th, 2022. Would not answer inquiries or provide any adequate assistance."
811,complaintsboard.com,"My dad was discriminated against yesterday at the Seattle King Street Amtrak station. I asked for extra assistance for him reminding him where to get off the train and told the Amtrak employee this need. I believe the employee is named Archer. I told him my dad has Alzheimer's and may need a reminder to get off at the stop in Vancouver, WA. My dad lives alone, drives, travels alone and was doing nothing wrong. He boarded the 2:12pm train from Seattle to Eugene yesterday, September 23rd and was approached by Amtrak employee while seated on the train and was forced to exit the train! He was stranded in Seattle and was mistreated, scared and deserves an apology, a refund along with compensation for pain and suffering. I received a call from the conductor of the train and explained that my dad is fine travelling alone - he simply needs a reminder when to get off. The conductor seemed very understanding and was fine with my dad travelling. Unfortunately, my dad had already been kicked off of the train! This needs to be made right. It was scary, sad and heartbreaking along with a huge inconvenience as I had to drive my dad and change my entire weekend plans. I will be seeking legal counsel regarding this discrimination and breaking of the law. State and Federal law Americans with Disability Act: ""Amtrak prohibits discrimination on the basis of disability""."
812,complaintsboard.com,"
Desired outcome: 
Apologize to myself and my dad, give refund and give reimbursement for pain and suffering. Stephen JohnsonKimbelry HaakensonAmtrak member # [protected]-9991
"
813,complaintsboard.com,"I had purchased Amtrak Train Tickets on July 9, 2022, traveling to Pittsburgh on August 8, 2022 and returning back from Pittsburgh on August 19, 2022.

The terrible experience I had was when I was traveling to Pittsburgh, PA on August 8, 2022. The train was scheduled to be in Huntingdon, PA at 4:23 pm. It was not on time. It was closed to 4:45 pm when it arrived. In addition to this, they were no seats for me to sit on in the train. I had to walk from one Train car to another with the White male Conductor following me behind all the way to the last car like as if I was a Criminal because I am an African American woman with long hair. He harassed me for my Train ticket to scan it while I was standing with a heavy luggage, a Tote bag, and shopping bag. He was very inconsiderate. I had to stand from the time I entered the Train in Huntingdon, PA till the Train stopped at Atloona, PA for people to get off. The seat that I found was dirty and had food stains on it. I had to use my Hand Sanitizer and Face Tissue to wipe down the seat before sitting down.

Usually, when a Passenger enters the Train, the Conductor that collects or scans tickets, waits untill the Passenger is settled down in his/her seat or found a comfortable spot to stand before asking for Train ticket. This White man following behind all the way is unacceptable and disrespectful. I purchased my Train tickets and paid for them in full. Why should I be harrassed by a White man in the train because I am a woman? I called several times last saturday, August 20, 2022 and I was transferred to a called by service and I was hung up on. I had to call back again, only to be told that the Customer Relations doesn't open on Saturdays. That I should call back from Monday to Friday from 8 am to 8 pm. I called today August 22, 2022, using the called back service. I was hung up on. I called back again and decided to hold. I was holding on the phone for 34 minutes and 53 seconds before I got a response and was transffered to Customer Relations. I held for 1 hour, 9 minutes, and 24 seconds. Nobody picked up the phone."
814,complaintsboard.com,"
Desired outcome: 
I will like to get a refund for the Train for August 8, 2022. This is not the first time that I had to stand in the train. The last time I stood in the Train from Philadelphia, PA to Washington, DC. I called and receive a refund by mail.
"
815,complaintsboard.com,"On August 12 I had tickets for my dog and I to travel from NYC to Rhinecliff NY. Both tickets were paid in full ahead of time, and I scoured the Amtrak website for their protocol… in addition to the pet ticket, the only requirements were that the dog be less than 20 lb (mine is 17 - and had Vetinary documents to prove weight) and a form be filled ahead of time, which I did. 

When I arrived to the station my dog and I were prevented from boarding - despite the fact I had all my documents in order. I was told - this carrier does not meet our standards- so you can’t board. Interestingly one person wanted to let me on - while the other person - with venom in his eyes refused. I stated that carrier guidelines are not listed on their website so it is discriminatory to state such now … fast forward I was not allowed on the train - WHILE A WHITE PERSON WHO ALSO HAD A DOG WAS … I am convinced racism came into play here. True RACIST BEHAVIOR!"
816,complaintsboard.com,Share your photos and videos with others to prove the truth of your words. This will surely increase the credibility of your complaint. 
817,complaintsboard.com,"
Please DO NOT add attachments that contain your or other people’s personal information, if you don’t want it to be visible to the public.
"
818,complaintsboard.com,ComplaintsBoard.com is a leading complaint resolution website on the Internet. For more than 15 years we have helped nearly 50000 customers resolve their issues and will never stop striving to ensure further improvements on our platform for a better communication between companies and customers. Read more...
819,complaintsboard.com,Submit a complaint and get your issue resolved
820,complaintsboard.com,"
No materials from this website may be copied, reproduced, republished, uploaded, posted, transmitted, or distributed in any way.
"
821,complaintsboard.com,"This regarding Amktrak Vacation Reservation # : 599855

I called the Amtrak Rewards line to get our vacation put on my account.

The gentlemen I spoke to said there was a problem with the hyphen in my name, which we resolved quickly. Then he noticed that the other problem was that the sleeper cars on trans 2 and 6 (Southwest Chief and California Zephyr) for the reservation had been removed from the trains due to electrical issues. So he transferred me to Amtrak Vacations.

The gentleman I spoke to indicated that due to manpower shortages, the sleeper cars could not be manned for those trains on our dates, but then said they had a roomette on the Southwest Chief but only Coach on the Zephyr. Since he was not able to give us a bedroom, I had to cancel the rip.

We have lost the $678 we paid for the insurance and ended up Amtrak credit for $2407.70.

Here are my issues;

1. Why were we not notified that we would not have our accommodations?

2. What would have happened if I had not contacted Amtrak Rewards? Would we have arrived in Chicago and been put in a roomette or lower and in coach seats in Emeryville, CA?

3. Why the discrepancy in explanations? Electrical or manpower?

4. If all sleepers are being taken off, why is there a roomette available?

5. Why can I not get a full refund? What good is Amtrak credit if this is just going to happen again?"
822,complaintsboard.com,"
Desired outcome: 
I would like my original vacation package reinstated with the original accommodations or a full refund, including the cost of the insurance.
"
823,complaintsboard.com,"I was on the21 Texas eagle Chicago, IL to San Antonio, tx. 08/09/2022-08/10/2022 departure 1:45pm- arrive 9:55pm. no red cap service lower seats were taken by non-disabled travelers. we were herded into a car that was already full, doors were locked, we (about 15 passengers) could go no where, the train was moving and no help. Finaly a employee shows up, I tried to ask her a question, she said I was yelling at her and she would have me removed. I waited another 10-15 with no help finding a seat, I finally found a seat and when we arrived in Juliet she had me removed by Juliet Police, saying I theatend her. in process I fell several times on train and was taken to emergency room. I was told I forfieted my ticket. I had to fly home because there were no trains. This was so unnessary of her if she would have at least tried to listen everything could have been avoided"
824,complaintsboard.com,So for context I have a bag that I used to pack my clothes game console and laptop in and the bag was too heavy for me to carry so I checked the bag to be handled by someone else so everything was fine till I got off the train and I had to get my bag and the Lady who was getting the bags off the train were throwing them on to the carrier and at first I thought nothing of it till a few days later when I decided to use my laptop and my screen was completely cracked and the lithium ion battery fell out which makes me incredibly worried that something inside the laptop is damaged as well
825,complaintsboard.com,"
Desired outcome: 
I want the money to buy a replacement screen for my laptop screen
"
826,complaintsboard.com,"To whom it may concern,

My name is mr. William j powell jr. Of lake worth florida and on 8/10 I was traveling to orlando to see my daughter. A little background: I had just finished packing and moving our whole 2 bedroom apartment into a storage unit by myself in this heat and having back and neck myiopathy bulging disks in both back and neck after suffering an epidural abscess in 2017. I am disabled and on social security disability retirement income in the state of florida. All of the employees and manager at 205 tamarack st wpb station should be fired for forcing the elderly and disabled outside in 100 degree weather every day when you have a waiting area paid for by consumers and tax payers all because your employees are dicktators and dont want to do any excess cleaning before they go home they are just like everyother damn florida employee who wants to get paid without doing any work for customers and just do the bare minimum. I was refused to buy a ticket for a train via cancelling my 30$ bus ticket for an 90$ amtrak ticket because your manager maureen and luis a mexican and some black employee me leave out into the heat for no reason other than I am white and disabled resident of florida.. Check your video footage if it hasnt been erased. I have photos and video on my phone I will submit at the hearing since I am taking this to an unlimited tort lawsuit."
827,complaintsboard.com,"
Desired outcome: 
I WANT THEM FIRED BECAUSE THE EMPLOYEES AT THIS LOCATION ARE DISCRIMINATORY AND RACISTS. I HAVE ALREADY NOTIFIED THE GOVERNORS OFFICE.
"
828,complaintsboard.com,"We bought 4 USA Rail Passes to travel around the USA on our vacation from the UK. Our first trip was from Chicago to Flagstaff on 8 July 2022 leaving Chicago at 02.50pm. Our train arrived in Flagstaff at 08.40am on 10 July, 12hours late. This disrupted our plans significantly as we were not able to use our hotel booked in Flagstaff at a cost of 266USD. We were not provided with any updates by rail staff or apology during the journey to know the status of the journey. We were unable to sleep during the delay as we did not know the estimated time of arrival and the tracker kept on changing the estimated time of arrival.We were not confident to continue the journey onto LA and hired a car. This decision was justified as the train from Flagstaff to LA arrived 4h late on 12 July which would have further disrupted our plans.We are therefore requesting a full refund for the 4 USA rail passes that we purchased due to the significant 12h delay and the additional expenses occurred. Vouchers would be unacceptable compensation as we are international travellers and will not be able to use them.We were really looking forward to the joy of travelling by train across the states and a full refund would go some way to redeeming this unfortunate experience. We look forward to hearing from you. Thank you. Dr Andrea and Dr Bob Wellings"
829,complaintsboard.com,"
Desired outcome: 
Refund of full US rail pass money X 4
"
830,complaintsboard.com,"In 2020 I scheduled a train trip with Amtrak. It was to be our 50th wedding so I wanted to do something special for my wife. The price was $6,578.76. Before we could go, COVID hit and everything was put on hold. A year later COVID started to settle down so I rebooked the trip. However, just before we could leave a Hurricane hit New Orleans and whipped out the track and the hotel where we were booked. Amtrack gave a voucher to hold until things settled down. I am now 3 years older and my body had deteriorated to a point to where it is hard to walk. So I decided I would just cancel the plan and get back my money. 

Over the past two months I have continuously called Amtrax only to wait on the line for up to 1 /12 hours at a time only to be transferred or put on hold and never answered. 

I have not used any of their services so I would suspect a full refund. If I could ever talk to someone. I tried their internet service but failed to get any resolution. Please help.

Fredn Buck

[protected]"
831,complaintsboard.com,I am traveling on Amtrak surf liner coast train from Oceanside to Los Angeles. Went to food car to purchase wine and chips. Plastic cups were on counter in open so I took one. The counter person said I should not do that. I asked why and he became enraged saying because of covid. I said the cups are in the open with no sign? He then said I am not serving you. I then went to my seat and looked for conductor of the train. Miss K. Williams said she was the conductor and that she couldn’t do anything. She told me the food counter person name is Mark. I believe that Amtrak should never employ someone who is acting like a thug treating customers this way. I am a 63 year old professional and have rarely encountered this type of behavior not expected on an Amtrak train.
832,complaintsboard.com,"MARTH FRANKLIN

205 DURSTON LOOP

MORRISVILLE, NC 27560

PHONE [protected]

DATE: 7/18/2022

Dear AMTRAK:

This letter is in response to horrible service that we received on one of your trains we were on traveling to Delaware from Cary, NC on 7/10/22. We were on the train in route to see my sister in Dover, Delaware for an important family event. When we got to Wilmington we were going to get off and were at the doors but there was apparently an electrical shortage, and the doors did not open in Delaware. 

We had to travel all the way up to Philadelphia but to make matters worse on arrival in Philadelphia we asked a train ticket person what we should do and asked for assistance getting off the train. He was very abrupt, refused to help and started screaming at us. We were unable to get his badge number as he turned it around when we asked for it. We eventually were able to return to Wilmington but at this point we were hours late, missed the car picking us up and had to reschedule the car which cost us more money. This caused us to miss an important event at my sisters which we had spent money to attend. As a result of this horrible service we are requesting a full refund of tickets both coming and going. We returned on 7/14/22 from Delaware to Cary, NC. The other people traveling with me both of whom are senior citizens and disabled and who also received the bad service were Natalie Boone and Mildred Rice. The reservation number was 2E1F7F. Thank you. 

Sue Franklin

[protected]@GMAIL.COM"
833,complaintsboard.com,"We have been stuck on a train in West Virginia for 10 hours. With no end in site, they have left us sitting on the tracks, and keep telling us that a bus will arrive to help us depart. You can't tell me that there isn't a bus in the United state within 10 hours of here that can get us? I am calling the news and every attorney that I can find to sue your [censored]."
834,complaintsboard.com,"
Desired outcome: 
Get me off the train, you have ruined my trip. I want full compensation for my trip.
"
835,complaintsboard.com,"My husband and I booked a round trip to Seattle from Chicago on the Empire Maker, and a return trip via Sacramento on the Coast Starlight and the California Zephyr. We planned to visit our son an his family there. We booked a roomette for each leg of the trip and paid in full on March 1st for a trip scheduled to begin in 9 days. Our first notice that there..."
836,complaintsboard.com,"Unfortunately, one of the passengers got sick and he tested positive with COVID-19. I contacted Amtrak every day to solve my problem and explained that the passenger really wanted to travel, but couldn’t due to his health problem. 

I sent to Amtrak the proof of the official test result report where it was possible to see this whole situation. I called Amtrak and they told me for I open refund request, that never was answered. I never received a response from Amtrak, and I never received my money.

It is possible to check the cancellation policy in Amtrak Website:

https://www.amtrak.com/refund-and-cancellation-policy 

I tried everything to get my money but the truth is that Amtrak never answered me. To make this situation worse, I fam unemployed which makes my life even more difficult, and which deserved reinforced attention according to what happened to me. This is causing me serious health problems, as I discovered that I have an autoimmune disease, and this situation is making my disease even worse, which is mostly affected by stress. I need this money to survive and nobody at the company wants to know. I have all the proves andI am available to provide more information. Please help me please.

Please refund my money.

Regards,

Bruno"
837,complaintsboard.com,"I booked a vacation package for 4 adults with Amtrak Vacations going for June 17 to June 24 going from Washington DC to Chicago and from Chicago to Seattle and San Francisco. Got to Union Station in Washington on 6/17 and learned that tickets were only available for 2 adults and the train was sold out. In order to make the connecting train on 6/18 from Chicago to Seattle, we had to drive 9 to 10 hours through the night to Chicago. I initially booked a bedroom car and a roomette but was later told that Amtrak took off the bedroom cars because it was short staffed and we could only have 2 roomettes. What we actually got was a roomette for 2 and coach for 2. We also saw that Amtrak was indeed running bedroom cars on the train. We finally got a roomette and bedroom car on the leg of the trip from Seattle to San Francisco. On 6/18, I was promised a refund to my credit card for the leg of trip from Washington, DC to Chicago as well as for the roomette that we did not get from Chicago to Seattle. I still have not seen a refund. Getting through to customer service is pretty near nonexistent."
838,complaintsboard.com,"
Desired outcome: 
I desire a refund for tickets for 4 adults from Washington DC to Chicago and for the roomette that we paid for and did not have from Chicago to Seattle.
"
839,complaintsboard.com,"Depart 7: 35pm Train No. 421 6/30/22 - 7/1/22 

Tucson Az - Los Angeles Union Station Reservation No. C8AC27 

Ticket No. [protected]. 

7 hours delayed made it very distressing, uncomfortable, painful, and so discomforting miserable for my Mother and I and she's disable!

A specific resolution will be vouchers!

Thank you much!

Mrs Berma Mayberry

Miss Alice Mayberry

[protected]@juno.com

[protected]

(562) [protected]"
840,complaintsboard.com,"My family & I took a train trip from Purcell,OK.. to Fort Worth TX. on [protected]. Our train departed at 9;02am should have arrived at 12:30, we arrived at Fort Worth TX. at 4:00. We were on the train for 7 hours, instead of 3,1/2hours. one way. We had no time to do anything we had planned that day, we had to run & get dinner, bring it back to the train, & eat it on the train & get ready for a 3,1/2 trip back to Purcell, OK. My 8year old daughter & son were very disappointed that we didn't get to do anything fun on our trip. We would like a full refund of $189.00, no train vouchers. Then we could take that money, & have a real vacation. We have taken the train before so we know we can go to the Stockyards & spend 3,1/2 hours. Thank You."
841,complaintsboard.com,"
Desired outcome: 
We would like a full refund. $189.00
"
842,complaintsboard.com,"My two friends and I thru a travel agent acquired round trip tickets to Florida on the auto train. We were not taking a car but was assured by the ticket agent that we could ride it without a car. We got the train in Lortan Va. no problem. Return trip from Sanford Fla was a nightmare. A man named Rahshid refused us to board. Told him we were granted seats on train 53 for trip to Florida. He said ""well your luck just ran out"" I asked him how were we suppose to get home and his reply was ""not on this train.""We had confirmed tickets that were paid for on train 52 and showed him them. Then he told us to rent a car. He made us take another train from a train station in Winter Park Fla. Our driver taking us to train station was inconvienced plus it cost us more money. It wasnt our fault that we were issued the tickets we thought it was all ok. Of incidental note my one friend is blind and I am hard of hearing and we our all in our seventies. We were treated very rudely and I will never travel by Amtrak again or recommend it to anyone. Dates for this fiasco were June 5th departure and June 12th 2022 was the return date. apparently the right hand doesn""t know what the left hand is doing in your poorly run company"
843,complaintsboard.com,"
Desired outcome: 
I would like us all to be reimbursed and send Rahshid to some classes on how to treat customers!!
"
844,complaintsboard.com,"I am writing about the service the Amtrak train 91 and 92. A bought a round trip ticket from Columbia SC to Savannah GA. Two tickets $78.00. We left Columbia on train 91 June 15,2022 at 1:49AM and arrives in Savannah GA at 5:30. That was a hour late. Our return was June 20,2022 but decide to come back June19,2022. We had to pay a extra 27.00. We took train 92 out of Savannah GA. Train 92 was to depart at 1:30 and arrives in Columbia SC at 4:00 AM. Train 92 did depart until 5:00 AM and arrives in Columbia SC until 10:00 AM. Train 92 was going slow. I do not know why it was going so slow."
845,complaintsboard.com,"
Desired outcome: 
I would like a refund for my trip. $99 dollars. That is $72 dollars for the round trip ticket and $27:00 for the money I paid to come back early. I would appreciate a response.
"
846,complaintsboard.com,"I am writing to file a complaint with Amtrak for services on 6/11 and 6/17. First, I was traveling with my sister who requires accessible seating, she travels with a wheelchair and a walker and I was traveling with my 14 year old son who is still very dependent. 

Upon boarding the 4:30 train at Philadelphia, it was packed. A woman traveling with her infant and companion had to leave the seats that were for my sister and a companion. I told my son to sit with my sister because I didn't want him on another cart by himself. Meanwhile, I had to search for a seat, but returned to my sister and son after not finding one close by. My sister opted to sit in her wheelchair from Philadelphia to Norfolk, Virginia.

While in Fredericksburg, Virginia, the conductor announced that he could no longer drive the train because he could not exceed 12 hours and that his relief was traveling from Richmond. We waited 45 minutes or so. We were supposed to arrive to my mother's who is recovering from a near death illness at 11:30pm. My brother who picked us up from the train station had his five year old daughter with him when we arrived after 1:15 AM. By the time we were situated and in bed it was 3:00am. My sister requires rest and meds and she took ill later that day.

Our return trip was just as crowded. People did not wear masks, some were coughing and families were separated. The wheelchair accessible bathroom was full of water/urine that I cleaned with gloves and my foot so my sister would not slip and fall. Even after cleaning, tissue was all over the floor. There were people who came around to collect trash but did not check the bathrooms.

It was pointless to collect tickets a second time since everyone was scattered. Passengers had to assist me in getting my sister off the train in her wheelchair because no one came and said anything to us about a ramp upon our sudden arrival to Philadelphia. We were afraid we would be stuck on the train. After everyone had boarded and de-boarded the train, my family and I were the only ones standing on the platform. The train had not left the station yet. Moments later, the conductor comes and says she was coming and there was only two of them.

Lastly, it has been two days since our return trip to Philadelphia and I tested positive for COVID today after showing symptoms yesterday, which I think was from the crowded unmasked train.

Sincerely,

Nayjuana Stephens"
847,complaintsboard.com,"
Desired outcome: 
Assigned seating so families and companions can travel together, re-instate mandatory mask policy, and three round trip tickets to Norfolk, Virginia with accessible seating. Thank you.
"
848,complaintsboard.com,"I sent a complaint a few moments ago about the overcrowded trains, unkept bathrooms and passengers assisting me with my sister who is in a wheelchair off the train upon our return trip.

I mentioned that I tested positive for COVID and just found out that my sister did too after returning a couple of days ago from the train.

My sister requires an aid for her mental and physical disabilities. I had to wipe the bathroom floor with my foot and gloves so she wouldn't slip and fall. Families and companions were separated because they were looking for seats. The conductor had to remain stationed in Fredericksburg, VA because he could not exceed 12 hours of driving the train."
849,complaintsboard.com,"I’m in a roomette from Wilmington to west palm beach. We were supposed to arrive at 5:00 pm. It’s 11:00pm and we’ve been sitting in Tampa for over an hour. I need to take a taxi from train station to PBI to pick up my car which I left there in long term parking. I’m stressed as to not be able to get a taxi to pbi because we’re so late and maybe the parking lot is closed at pbi. Closes at 1 am. This is by far the worst train experience I’ve ever had. You even ran out of food. Everyone is tired and cranky. Please put my points back in my travel bank. Thanks 

Jill Johnson. [protected] 

[protected]@aol.com"
850,complaintsboard.com,"I was on the 5:00 pm Amtrak Train From New Haven to Hartford. Your employer made me get off in Meriden Ct becouse my dog kept barking. My dog gets over protetivewhen she heres a noise, My dog was in a crate. I am a perso with a disability. You and that female employer don't like people like me."
851,complaintsboard.com,"RES# F1B22D
Train 2, Sunset Limited May 29, 2022
Los Angeles, CA - New Orleans, LA
Car 230 Room 3
My name is Jackie Dickson. I traveled with my husband, Ricky Dickson, approximately 7000 miles by rail between May 23, 2022 and June 5, 2022. We were on five different trains, and the Sunset Limited wins the award for being the hands-down, absolutely..."
852,complaintsboard.com,Share your photos and videos with others to prove the truth of your words. This will surely increase the credibility of your complaint. 
853,complaintsboard.com,"
Please DO NOT add attachments that contain your or other people’s personal information, if you don’t want it to be visible to the public.
"
854,complaintsboard.com,ComplaintsBoard.com is a leading complaint resolution website on the Internet. For more than 15 years we have helped nearly 50000 customers resolve their issues and will never stop striving to ensure further improvements on our platform for a better communication between companies and customers. Read more...
855,complaintsboard.com,Submit a complaint and get your issue resolved
856,complaintsboard.com,"
No materials from this website may be copied, reproduced, republished, uploaded, posted, transmitted, or distributed in any way.
"
